fscl_yr_nb,fscl_mo_nb,fscl_mo_nm,SkuNbr,ShipToCode,Issued Quantity
2015,7,APRIL,2770076,CD3P,760
2015,7,APRIL,4126023,3P,60
2015,7,APRIL,4772849,CD3P,2
2015,7,APRIL,6110143,3D,12
2015,7,APRIL,6167364,3D,140
2015,7,APRIL,6770464,CD3D,4
2015,7,APRIL,6770585,CD3D,2
2015,7,APRIL,6775305,CD3P,2
2015,7,APRIL,6779323,CD3D,1
2015,7,APRIL,2770015,CD3P,320
2015,7,APRIL,4116016,3P,182
2015,7,APRIL,4120012,3P,56
2015,7,APRIL,4120046,3P,80
2015,7,APRIL,4120075,3P,120
2015,7,APRIL,5176000,3P,90
2015,7,APRIL,6140028,3D,160
2015,7,APRIL,6160001,3D,780
2015,7,APRIL,6168064,3D,18
2015,7,APRIL,6181537,3D,108
2015,7,APRIL,6771000,CD3P,6
2015,7,APRIL,6771000,CD3P,8
2015,7,APRIL,6771000,CD3P,45
2015,7,APRIL,6771000,CD3P,100
2015,7,APRIL,6771000,CD3D,6
2015,7,APRIL,6771002,CD3D,2
2015,7,APRIL,6771273,CD3D,1
2015,7,APRIL,6772022,CD3D,1
2015,7,APRIL,6772301,CD3D,1
2015,7,APRIL,7771000,CD3P,1
2015,7,APRIL,9120006,3D,108
2015,7,APRIL,9120024,3D,27
2015,7,APRIL,9150062,3D,108
2015,7,APRIL,70339994,CD3L,12
2015,7,APRIL,70345054,CD3L,6
2015,7,APRIL,70346624,CD3L,24
2015,7,APRIL,70347924,CD3L,12
2015,7,APRIL,70350454,CD3L,12
2015,7,APRIL,70352604,CD3L,4
2015,7,APRIL,70445084,CD3L,24
2015,7,APRIL,70447504,CD3L,48
2015,7,APRIL,70559914,CD3L,12
2015,7,APRIL,70770904,CD3L,0
2015,7,APRIL,70776022,CD3L,12
2015,7,APRIL,70779896,CD3L,12
2015,7,APRIL,78770743,CD3L,4
2015,7,APRIL,79BL0040,3L,20
2015,7,APRIL,80770105,CD3M,1
2015,7,APRIL,81CN0075,CD3L,2
2015,7,APRIL,81CN0235,CD3L,1
2015,7,APRIL,83108904,CD3L,1
2015,7,APRIL,1770260,CD3P,30
2015,7,APRIL,1120220,3P,3142
2015,7,APRIL,1771001,CD3P,7
2015,7,APRIL,4125003,3P,70
2015,7,APRIL,4126024,3P,300
2015,7,APRIL,4771000,CD3P,1
2015,7,APRIL,4771000,CD3P,2
2015,7,APRIL,5110048,3P,340
2015,7,APRIL,6110128,3D,24
2015,7,APRIL,6110316,3P,5
2015,7,APRIL,6110320,3P,22
2015,7,APRIL,6771002,CD3D,2
2015,7,APRIL,6771537,CD3P,3
2015,7,APRIL,6772105,CD3D,4
2015,7,APRIL,6772257,CD3D,5
2015,7,APRIL,6779312,CD3D,2
2015,7,APRIL,1120013,3P,4490
2015,7,APRIL,4120050,3P,130
2015,7,APRIL,4125065,3P,120
2015,7,APRIL,4771000,CD3P,1
2015,7,APRIL,4772806,CD3P,5
2015,7,APRIL,4772853,CD3P,1
2015,7,APRIL,5110007,3P,899
2015,7,APRIL,5176006,3P,3200
2015,7,APRIL,6110029,3D,42
2015,7,APRIL,6160290,3D,88
2015,7,APRIL,6770751,CD3D,2
2015,7,APRIL,6771002,CD3D,18
2015,7,APRIL,6775418,CD3D,4
2015,7,APRIL,6775556,CD3D,2
2015,7,APRIL,6778638,CD3D,2
2015,7,APRIL,2127000,3P,999
2015,7,APRIL,3771000,CD3P,0
2015,7,APRIL,4120004,3P,48
2015,7,APRIL,4771000,CD3P,0
2015,7,APRIL,5173018,3P,6
2015,7,APRIL,6142008,3D,54
2015,7,APRIL,6148007,3D,208
2015,7,APRIL,6148028,3D,144
2015,7,APRIL,6163689,3D,60
2015,7,APRIL,6770463,CD3D,2
2015,7,APRIL,6770597,CD3D,2
2015,7,APRIL,6775483,CD3D,2
2015,7,APRIL,6778243,CD3D,2
2015,7,APRIL,6778622,CD3D,2
2015,7,APRIL,6778624,CD3D,1
2015,7,APRIL,4771000,CD3P,3
2015,7,APRIL,5110072,3P,234
2015,7,APRIL,5173070,3P,80
2015,7,APRIL,6166013,3D,88
2015,7,APRIL,6771002,CD3D,2
2015,7,APRIL,6778633,CD3D,1
2015,7,APRIL,2127002,3P,1956
2015,7,APRIL,2770006,CD3P,440
2015,7,APRIL,4126005,3P,240
2015,7,APRIL,4126021,3P,25
2015,7,APRIL,4127042,3P,640
2015,7,APRIL,4771000,CD3P,1
2015,7,APRIL,5173064,3P,35
2015,7,APRIL,6117005,3D,12
2015,7,APRIL,6140062,3D,350
2015,7,APRIL,6166015,3D,90
2015,7,APRIL,6772108,CD3D,6
2015,7,APRIL,6773175,CD3P,2
2015,7,APRIL,6778630,CD3D,1
2015,7,APRIL,1120226,3P,979
2015,7,APRIL,1770260,CD3P,30
2015,7,APRIL,2771001,CD3P,0
2015,7,APRIL,4120002,3P,65
2015,7,APRIL,4120026,3P,64
2015,7,APRIL,5171002,3P,45
2015,7,APRIL,5173016,3P,60
2015,7,APRIL,5176008,3P,420
2015,7,APRIL,6110146,3D,12
2015,7,APRIL,6110148,3D,8
2015,7,APRIL,6140047,3D,50
2015,7,APRIL,6168032,3D,32
2015,7,APRIL,6771000,CD3D,1
2015,7,APRIL,6771002,CD3D,1
2015,7,APRIL,6771002,CD3D,1
2015,7,APRIL,6772107,CD3D,7
2015,7,APRIL,6775318,CD3D,9
2015,7,APRIL,6776545,CD3D,12
2015,7,APRIL,6776921,CD3D,3
2015,7,APRIL,6776923,CD3D,6
2015,7,APRIL,1120014,3P,15302
2015,7,APRIL,2770010,CD3P,1240
2015,7,APRIL,4772819,CD3P,4
2015,7,APRIL,4772830,CD3P,2
2015,7,APRIL,5110010,3P,468
2015,7,APRIL,5110076,3P,210
2015,7,APRIL,5130013,3P,72
2015,7,APRIL,5173058,3P,50
2015,7,APRIL,6140024,3D,80
2015,7,APRIL,6150444,3D,126
2015,7,APRIL,6156062,3D,1176
2015,7,APRIL,6160318,3D,34
2015,7,APRIL,6160597,3D,54
2015,7,APRIL,6181540,3D,54
2015,7,APRIL,6770481,CD3D,1
2015,7,APRIL,6771000,CD3P,3
2015,7,APRIL,6771002,CD3D,1
2015,7,APRIL,6772136,CD3D,4
2015,7,APRIL,6772137,CD3D,6
2015,7,APRIL,6775246,CD3D,3
2015,7,APRIL,4110038,3P,756
2015,7,APRIL,4124006,3P,240
2015,7,APRIL,5130027,3P,336
2015,7,APRIL,6110098,3D,18
2015,7,APRIL,6110318,3P,32
2015,7,APRIL,6771000,CD3P,3
2015,7,APRIL,6771000,CD3P,18
2015,7,APRIL,6771000,CD3P,10
2015,7,APRIL,6771002,CD3D,2
2015,7,APRIL,6775247,CD3D,3
2015,7,APRIL,6778084,CD3D,3
2015,7,APRIL,6778449,CD3P,6
2015,7,APRIL,1120210,3P,3026
2015,7,APRIL,4125004,3P,60
2015,7,APRIL,4771002,CD3P,0
2015,7,APRIL,4772837,CD3P,1
2015,7,APRIL,6775426,CD3D,5
2015,7,APRIL,6778592,CD3D,14
2015,7,APRIL,2115034,3P,4000
2015,7,APRIL,2115045,3P,3760
2015,7,APRIL,4127050,3P,140
2015,7,APRIL,4772850,CD3P,2
2015,7,APRIL,5174002,3P,180
2015,7,APRIL,6110033,3D,6
2015,7,APRIL,6110142,3D,52
2015,7,APRIL,6110145,3D,32
2015,7,APRIL,6110149,3D,16
2015,7,APRIL,6771000,CD3P,200
2015,7,APRIL,6775927,CD3D,1
2015,7,APRIL,6779329,CD3D,3
2015,7,APRIL,6779804,CD3D,2
2015,7,APRIL,6779805,CD3D,2
2015,7,APRIL,6778564,CD3D,3
2015,7,APRIL,6778623,CD3D,1
2015,7,APRIL,6778713,CD3D,1
2015,7,APRIL,6779320,CD3D,1
2015,7,APRIL,9150136,3D,96
2015,7,APRIL,9150817,3D,450
2015,7,APRIL,9162020,3D,40
2015,7,APRIL,10110024,3D,96
2015,7,APRIL,70338694,CD3L,12
2015,7,APRIL,70341134,CD3L,24
2015,7,APRIL,70345964,CD3L,12
2015,7,APRIL,70345974,CD3L,12
2015,7,APRIL,70448944,CD3L,12
2015,7,APRIL,70449114,CD3L,24
2015,7,APRIL,70449584,CD3L,12
2015,7,APRIL,70772714,CD3L,12
2015,7,APRIL,71712043,3L,60
2015,7,APRIL,74770394,CD3L,1
2015,7,APRIL,74770673,CD3L,18
2015,7,APRIL,78770894,CD3L,2
2015,7,APRIL,79BL0010,3L,8
2015,7,APRIL,79NR8706,3L,200
2015,7,APRIL,79NR9586,3L,50
2015,7,APRIL,81BL0260,CD3L,5
2015,7,APRIL,81CN0165,CD3L,10
2015,7,APRIL,81NR2626,CD3L,2
2015,7,APRIL,1120228,3P,2030
2015,7,APRIL,4126007,3P,112
2015,7,APRIL,4771000,CD3P,1
2015,7,APRIL,6110010,3D,12
2015,7,APRIL,6110153,3D,76
2015,7,APRIL,6140030,3D,10
2015,7,APRIL,6142013,3D,54
2015,7,APRIL,6168068,3D,16
2015,7,APRIL,6770399,CD3D,6
2015,7,APRIL,6770734,CD3D,1
2015,7,APRIL,6771000,CD3P,6
2015,7,APRIL,6771002,CD3D,2
2015,7,APRIL,6772100,CD3D,12
2015,7,APRIL,1771001,CD3P,6
2015,7,APRIL,5110065,3P,100
2015,7,APRIL,5170010,3P,20
2015,7,APRIL,5173051,3P,90
2015,7,APRIL,6160338,3D,1188
2015,7,APRIL,6161071,3D,216
2015,7,APRIL,6770517,CD3D,17
2015,7,APRIL,6772224,CD3D,2
2015,7,APRIL,6778595,CD3D,1
2015,7,APRIL,7771000,CD3P,1
2015,7,APRIL,9110071,3D,40
2015,7,APRIL,9150800,3D,180
2015,7,APRIL,10140028,3D,104
2015,7,APRIL,70110007,3L,1296
2015,7,APRIL,70339954,CD3L,6
2015,7,APRIL,70347674,CD3L,36
2015,7,APRIL,70348444,CD3L,12
2015,7,APRIL,70350554,CD3L,24
2015,7,APRIL,70351474,CD3L,0
2015,7,APRIL,70351524,CD3L,12
2015,7,APRIL,70550204,CD3L,12
2015,7,APRIL,70663164,CD3L,24
2015,7,APRIL,70667494,CD3L,6
2015,7,APRIL,70772114,CD3L,24
2015,7,APRIL,70774264,CD3L,12
2015,7,APRIL,74770374,CD3L,16
2015,7,APRIL,79NR7077,3L,100
2015,7,APRIL,81NR0154,CD3L,2
2015,7,APRIL,81NR0555,CD3L,1
2015,7,APRIL,81NR2546,CD3L,8
2015,7,APRIL,81NR2586,CD3L,9
2015,7,APRIL,81NR3626,CD3L,2
2015,7,APRIL,83108344,CD3L,8
2015,7,APRIL,83109334,CD3L,1
2015,7,APRIL,83136734,CD3L,1
2015,7,APRIL,4116013,3P,856
2015,7,APRIL,4116015,3P,366
2015,7,APRIL,4128108,3P,168
2015,7,APRIL,9120065,3D,0
2015,7,APRIL,9150813,3D,108
2015,7,APRIL,9770227,CD3D,4
2015,7,APRIL,70339044,CD3L,6
2015,7,APRIL,70339984,CD3L,6
2015,7,APRIL,70440034,CD3L,12
2015,7,APRIL,70443994,CD3L,48
2015,7,APRIL,70660716,CD3L,2
2015,7,APRIL,70665534,CD3L,12
2015,7,APRIL,70665814,CD3L,24
2015,7,APRIL,70778264,CD3L,24
2015,7,APRIL,75770064,CD3L,0
2015,7,APRIL,78776263,CD3L,5
2015,7,APRIL,79CN0085,3L,50
2015,7,APRIL,79CN2096,3L,100
2015,7,APRIL,79CN7065,3L,100
2015,7,APRIL,79NR0386,3L,100
2015,7,APRIL,83109294,CD3L,0
2015,7,APRIL,83130316,CD3L,4
2015,7,APRIL,1127044,3P,1453
2015,7,APRIL,3771000,CD3P,0
2015,7,APRIL,7770002,CD3D,60
2015,7,APRIL,9150063,3D,9
2015,7,APRIL,9150573,3D,24
2015,7,APRIL,9150826,3D,288
2015,7,APRIL,70347314,CD3L,12
2015,7,APRIL,70348514,CD3L,24
2015,7,APRIL,70352184,CD3L,6
2015,7,APRIL,70352304,CD3L,6
2015,7,APRIL,70554414,CD3L,12
2015,7,APRIL,70557054,CD3L,48
2015,7,APRIL,70559154,CD3L,6
2015,7,APRIL,70660114,CD3L,12
2015,7,APRIL,70776994,CD3L,0
2015,7,APRIL,74770333,CD3L,1
2015,7,APRIL,74775414,CD3L,4
2015,7,APRIL,77775553,CD3L,4
2015,7,APRIL,79PKCN36,3L,100
2015,7,APRIL,80807568,3D,72
2015,7,APRIL,81BL1050,CD3L,2
2015,7,APRIL,81BL1450,CD3L,7
2015,7,APRIL,81BL2460,CD3L,2
2015,7,APRIL,9110072,3D,30
2015,7,APRIL,9169052,3D,216
2015,7,APRIL,70339154,CD3L,12
2015,7,APRIL,70341074,CD3L,12
2015,7,APRIL,70344044,CD3L,12
2015,7,APRIL,70351554,CD3L,24
2015,7,APRIL,70354544,CD3L,0
2015,7,APRIL,70355164,CD3L,3
2015,7,APRIL,70355304,CD3L,12
2015,7,APRIL,70442754,CD3L,18
2015,7,APRIL,70444144,CD3L,12
2015,7,APRIL,70448034,CD3L,0
2015,7,APRIL,70666994,CD3L,24
2015,7,APRIL,70668614,CD3L,18
2015,7,APRIL,74743063,3L,528
2015,7,APRIL,81BL2310,CD3L,10
2015,7,APRIL,81CN7275,CD3L,2
2015,7,APRIL,81NR1856,CD3L,7
2015,7,APRIL,81NR2186,CD3L,4
2015,7,APRIL,81NR3616,CD3L,3
2015,7,APRIL,1110062,3P,7040
2015,7,APRIL,9150095,3D,96
2015,7,APRIL,10120018,3D,330
2015,7,APRIL,70351354,CD3L,0
2015,7,APRIL,70352894,CD3L,12
2015,7,APRIL,70353934,CD3L,12
2015,7,APRIL,70662394,CD3L,0
2015,7,APRIL,78785823,3L,180
2015,7,APRIL,79BL0950,3L,64
2015,7,APRIL,79NR2716,3L,50
2015,7,APRIL,81BL1170,CD3L,1
2015,7,APRIL,81BL1710,CD3L,1
2015,7,APRIL,81NR1576,CD3L,6
2015,7,APRIL,81NR3686,CD3L,4
2015,7,APRIL,83100176,CD3L,0
2015,7,APRIL,1110064,3P,176
2015,7,APRIL,1120220,3P,7099
2015,7,APRIL,3771000,CD3P,20
2015,7,APRIL,4110007,3P,63
2015,7,APRIL,4110035,3P,351
2015,7,APRIL,4116010,3P,1248
2015,7,APRIL,3771000,CD3P,0
2015,7,APRIL,4772800,CD3P,8
2015,7,APRIL,5170006,3P,90
2015,7,APRIL,6142007,3D,54
2015,7,APRIL,6142012,3D,54
2015,7,APRIL,6160014,3P,10
2015,7,APRIL,6161602,3D,205
2015,7,APRIL,6168005,3D,22
2015,7,APRIL,6771000,CD3P,8
2015,7,APRIL,6776922,CD3D,3
2015,7,APRIL,6779315,CD3D,2
2015,7,APRIL,9150824,3D,72
2015,7,APRIL,70334694,CD3L,12
2015,7,APRIL,70343784,CD3L,6
2015,7,APRIL,70345134,CD3L,24
2015,7,APRIL,70348614,CD3L,12
2015,7,APRIL,70354304,CD3L,6
2015,7,APRIL,70358004,CD3L,12
2015,7,APRIL,72772014,CD3L,1
2015,7,APRIL,74744916,3L,96
2015,7,APRIL,79CN0105,3L,50
2015,7,APRIL,79CN2045,3L,100
2015,7,APRIL,79NR1076,3L,100
2015,7,APRIL,81CN2075,CD3L,13
2015,7,APRIL,81NR0636,CD3L,4
2015,7,APRIL,81NR1766,CD3L,1
2015,7,APRIL,81NR5406,CD3L,1
2015,7,APRIL,81NR7267,CD3L,5
2015,7,APRIL,81NR7526,CD3L,2
2015,7,APRIL,81NR7906,CD3L,1
2015,7,APRIL,83133284,CD3L,2
2015,7,APRIL,83745277,CD3L,1
2015,7,APRIL,1161022,3P,2000
2015,7,APRIL,4126019,3P,70
2015,7,APRIL,4770003,CD3P,5
2015,7,APRIL,4771000,CD3P,12
2015,7,APRIL,5110039,3P,192
2015,7,APRIL,6110024,3D,12
2015,7,APRIL,6150066,3D,40
2015,7,APRIL,6159193,3D,20
2015,7,APRIL,6161081,3D,216
2015,7,APRIL,6771530,CD3P,0
2015,7,APRIL,6771639,CD3D,10
2015,7,APRIL,6772196,CD3D,5
2015,7,APRIL,9150352,3D,48
2015,7,APRIL,70344834,CD3L,12
2015,7,APRIL,70346194,CD3L,24
2015,7,APRIL,70352294,CD3L,0
2015,7,APRIL,70355024,CD3L,72
2015,7,APRIL,70448654,CD3L,24
2015,7,APRIL,72723053,3L,528
2015,7,APRIL,75770073,CD3L,12
2015,7,APRIL,77115692,3L,360
2015,7,APRIL,78778154,CD3L,12
2015,7,APRIL,81BL0620,CD3L,0
2015,7,APRIL,81BL1460,CD3L,3
2015,7,APRIL,81NR1866,CD3L,3
2015,7,APRIL,81NR2056,CD3L,1
2015,7,APRIL,83108814,CD3L,4
2015,7,APRIL,83712206,CD3L,1
2015,7,APRIL,2127012,3P,1008
2015,7,APRIL,4127045,3P,120
2015,7,APRIL,4772857,CD3P,4
2015,7,APRIL,5175001,3P,5
2015,7,APRIL,6110023,3D,24
2015,7,APRIL,6159171,3D,100
2015,7,APRIL,6771002,CD3D,10
2015,7,APRIL,6771002,CD3D,2
2015,7,APRIL,6776400,CD3D,3
2015,7,APRIL,6776532,CD3D,1
2015,7,APRIL,6779338,CD3D,5
2015,7,APRIL,2115043,3P,2487
2015,7,APRIL,4125005,3P,30
2015,7,APRIL,6110012,3D,12
2015,7,APRIL,6110152,3D,16
2015,7,APRIL,6140215,3D,105
2015,7,APRIL,6160016,3P,264
2015,7,APRIL,6166222,3D,150
2015,7,APRIL,6775371,CD3D,1
2015,7,APRIL,4127011,3P,80
2015,7,APRIL,5110078,3P,156
2015,7,APRIL,5173012,3P,275
2015,7,APRIL,5173050,3P,40
2015,7,APRIL,5175000,3P,11
2015,7,APRIL,6110131,3D,24
2015,7,APRIL,6150029,3D,100
2015,7,APRIL,6159176,3D,900
2015,7,APRIL,6160300,3D,6
2015,7,APRIL,6771002,CD3P,2
2015,7,APRIL,6772231,CD3D,13
2015,7,APRIL,6772232,CD3D,34
2015,7,APRIL,6778214,CD3D,1
2015,7,APRIL,6779305,CD3D,4
2015,7,APRIL,4120016,3P,48
2015,7,APRIL,4770206,CD3P,8
2015,7,APRIL,4771003,CD3P,0
2015,7,APRIL,4772824,CD3P,1
2015,7,APRIL,4772836,CD3P,3
2015,7,APRIL,5110074,3P,78
2015,7,APRIL,5170008,3P,90
2015,7,APRIL,6110147,3D,16
2015,7,APRIL,6142009,3D,54
2015,7,APRIL,6160301,3D,6
2015,7,APRIL,6775344,CD3D,2
2015,7,APRIL,1771000,CD3P,1
2015,7,APRIL,2770053,CD3P,280
2015,7,APRIL,4116019,3P,240
2015,7,APRIL,4120020,3P,42
2015,7,APRIL,4130105,3P,1200
2015,7,APRIL,4771000,CD3P,12
2015,7,APRIL,4771000,CD3P,3
2015,7,APRIL,5171003,3P,135
2015,7,APRIL,5174010,3P,2340
2015,7,APRIL,6140006,3D,48
2015,7,APRIL,6161673,3D,126
2015,7,APRIL,6166112,3D,50
2015,7,APRIL,6181543,3D,54
2015,7,APRIL,6770206,CD3D,12
2015,7,APRIL,6770253,CD3P,2
2015,7,APRIL,6771002,CD3D,2
2015,7,APRIL,6771475,CD3D,1
2015,7,APRIL,6776433,CD3D,1
2015,7,APRIL,6777778,CD3P,47
2015,7,APRIL,6779302,CD3D,1
2015,7,APRIL,2127010,3P,4992
2015,7,APRIL,4124005,3P,600
2015,7,APRIL,4770132,CD3P,3
2015,7,APRIL,4771002,CD3P,0
2015,7,APRIL,4771003,CD3P,4
2015,7,APRIL,4772820,CD3P,6
2015,7,APRIL,4772823,CD3P,1
2015,7,APRIL,5173074,3P,150
2015,7,APRIL,6117004,3D,18
2015,7,APRIL,6140131,3D,44
2015,7,APRIL,6160332,3D,54
2015,7,APRIL,6166014,3D,197
2015,7,APRIL,6777155,CD3D,1
2015,7,APRIL,6778637,CD3D,1
2015,7,APRIL,9150812,3D,168
2015,7,APRIL,9160030,3D,96
2015,7,APRIL,70114164,3L,0
2015,7,APRIL,70331814,CD3L,48
2015,7,APRIL,70339064,CD3L,2
2015,7,APRIL,70343226,CD3L,12
2015,7,APRIL,70350914,CD3L,24
2015,7,APRIL,70356584,CD3L,72
2015,7,APRIL,70357354,CD3L,12
2015,7,APRIL,70553094,CD3L,12
2015,7,APRIL,73770104,CD3L,12
2015,7,APRIL,77774214,CD3L,3
2015,7,APRIL,79BL1100,3L,8
2015,7,APRIL,80770505,CD3M,3
2015,7,APRIL,81BL0360,CD3L,1
2015,7,APRIL,81BL1290,CD3L,16
2015,7,APRIL,81NR1916,CD3L,8
2015,7,APRIL,81NR2566,CD3L,21
2015,7,APRIL,1127012,3P,50
2015,7,APRIL,4120007,3P,360
2015,7,APRIL,4125040,3P,160
2015,7,APRIL,4772821,CD3P,2
2015,7,APRIL,5173072,3P,80
2015,7,APRIL,6110319,3P,32
2015,7,APRIL,6148030,3D,24
2015,7,APRIL,6160144,3P,112
2015,7,APRIL,6771529,CD3P,3
2015,7,APRIL,6775273,CD3D,2
2015,7,APRIL,6775480,CD3D,2
2015,7,APRIL,6778635,CD3D,2
2015,7,APRIL,6779332,CD3D,4
2015,7,APRIL,2770022,CD3P,40
2015,7,APRIL,2770024,CD3P,132
2015,7,APRIL,4771000,CD3P,4
2015,7,APRIL,5173057,3P,170
2015,7,APRIL,6110140,3D,80
2015,7,APRIL,6110150,3D,16
2015,7,APRIL,6140026,3D,48
2015,7,APRIL,6142016,3D,54
2015,7,APRIL,6148027,3D,120
2015,7,APRIL,6160076,3D,252
2015,7,APRIL,6771002,CD3D,18
2015,7,APRIL,6772194,CD3D,8
2015,7,APRIL,6775033,CD3D,18
2015,7,APRIL,6775249,CD3D,12
2015,7,APRIL,6777777,CD3P,18
2015,7,APRIL,6779319,CD3D,1
2015,7,APRIL,6778542,CD3D,1
2015,7,APRIL,10140016,3D,40
2015,7,APRIL,70333264,CD3L,24
2015,7,APRIL,70345824,CD3L,0
2015,7,APRIL,70345984,CD3L,12
2015,7,APRIL,70347174,CD3L,12
2015,7,APRIL,70550294,CD3L,12
2015,7,APRIL,70664144,CD3L,12
2015,7,APRIL,70774402,CD3L,12
2015,7,APRIL,70779944,CD3L,12
2015,7,APRIL,79NR2975,3L,150
2015,7,APRIL,81NR3566,CD3L,2
2015,7,APRIL,83108794,CD3L,2
2015,7,APRIL,1120014,3P,41860
2015,7,APRIL,2115034,3P,70103
2015,7,APRIL,2770076,CD3P,5760
2015,7,APRIL,70331624,CD3L,0
2015,7,APRIL,70332204,CD3L,36
2015,7,APRIL,70342134,CD3L,0
2015,7,APRIL,70440194,CD3L,6
2015,7,APRIL,70440296,CD3L,12
2015,7,APRIL,70441004,CD3L,0
2015,7,APRIL,70558014,CD3L,27
2015,7,APRIL,70559144,CD3L,12
2015,7,APRIL,70660524,CD3L,24
2015,7,APRIL,70662514,CD3L,12
2015,7,APRIL,70777596,CD3L,36
2015,7,APRIL,71713074,3L,60
2015,7,APRIL,80807584,3D,24
2015,7,APRIL,81BL1480,CD3L,2
2015,7,APRIL,81BL1720,CD3L,3
2015,7,APRIL,81CN9445,CD3L,30
2015,7,APRIL,81NR1976,CD3L,21
2015,7,APRIL,81NR4386,CD3L,1
2015,7,APRIL,83108954,CD3L,4
2015,7,APRIL,2115040,3P,2660
2015,7,APRIL,4116010,3P,192
2015,7,APRIL,4126022,3P,50
2015,7,APRIL,4126026,3P,50
2015,7,APRIL,4771002,CD3P,5
2015,7,APRIL,4771003,CD3P,3
2015,7,APRIL,5170018,3P,13
2015,7,APRIL,6160315,3D,34
2015,7,APRIL,6168067,3D,32
2015,7,APRIL,6771002,CD3D,1
2015,7,APRIL,6779303,CD3D,1
2015,7,APRIL,2115001,3P,6760
2015,7,APRIL,2115036,3P,2240
2015,7,APRIL,4110011,3P,40
2015,7,APRIL,4126027,3P,80
2015,7,APRIL,4771002,CD3P,7
2015,7,APRIL,4771002,CD3P,0
2015,7,APRIL,6181536,3D,14
2015,7,APRIL,6770082,CD3D,10
2015,7,APRIL,6771693,CD3P,2
2015,7,APRIL,6779301,CD3D,1
2015,7,APRIL,9150130,3D,48
2015,7,APRIL,70332984,CD3L,12
2015,7,APRIL,70334404,CD3L,0
2015,7,APRIL,70334524,CD3L,24
2015,7,APRIL,70338544,CD3L,24
2015,7,APRIL,70440134,CD3L,0
2015,7,APRIL,70440704,CD3L,24
2015,7,APRIL,70554714,CD3L,12
2015,7,APRIL,73770164,CD3L,12
2015,7,APRIL,75770564,CD3L,12
2015,7,APRIL,79BL0420,3L,16
2015,7,APRIL,81BL1980,CD3L,21
2015,7,APRIL,81BL7850,CD3L,3
2015,7,APRIL,81CN0286,CD3L,2
2015,7,APRIL,81NR3166,CD3L,2
2015,7,APRIL,81NR3206,CD3L,5
2015,7,APRIL,83137894,CD3L,8
2015,7,APRIL,4120016,3P,384
2015,7,APRIL,4120028,3P,360
2015,7,APRIL,4771000,CD3P,1
2015,7,APRIL,4771000,CD3P,1
2015,7,APRIL,4771003,CD3P,1
2015,7,APRIL,9150833,3D,240
2015,7,APRIL,70341084,CD3L,12
2015,7,APRIL,70349214,CD3L,12
2015,7,APRIL,70352034,CD3L,12
2015,7,APRIL,70354444,CD3L,0
2015,7,APRIL,70440804,CD3L,30
2015,7,APRIL,70443854,CD3L,0
2015,7,APRIL,70445134,CD3L,12
2015,7,APRIL,70446364,CD3L,24
2015,7,APRIL,70662504,CD3L,24
2015,7,APRIL,74772804,CD3L,7
2015,7,APRIL,76772084,CD3L,1
2015,7,APRIL,79BL8880,3L,48
2015,7,APRIL,79NR0025,3L,63
2015,7,APRIL,80771786,CD3M,4
2015,7,APRIL,80807588,3D,144
2015,7,APRIL,81BL0250,CD3L,8
2015,7,APRIL,81BL1000,CD3L,1
2015,7,APRIL,81NR1946,CD3L,1
2015,7,APRIL,81NR3446,CD3L,5
2015,7,APRIL,83108754,CD3L,1
2015,7,APRIL,83131384,CD3L,3
2015,7,APRIL,83137964,CD3L,6
2015,7,APRIL,1127046,3P,3177
2015,7,APRIL,1127044,3P,480
2015,7,APRIL,2770005,CD3P,158
2015,7,APRIL,4116022,3P,108
2015,7,APRIL,4120064,3P,15
2015,7,APRIL,4125011,3P,320
2015,7,APRIL,5130018,3P,500
2015,7,APRIL,5171001,3P,225
2015,7,APRIL,6110141,3D,40
2015,7,APRIL,6160476,3D,216
2015,7,APRIL,6160920,3P,112
2015,7,APRIL,6771000,CD3P,40
2015,7,APRIL,6771000,CD3P,30
2015,7,APRIL,6772209,CD3D,2
2015,7,APRIL,6775320,CD3D,1
2015,7,APRIL,6779721,CD3D,1
2015,7,APRIL,70110011,3L,432
2015,7,APRIL,70343804,CD3L,0
2015,7,APRIL,70344894,CD3L,9
2015,7,APRIL,70349284,CD3L,12
2015,7,APRIL,70354034,CD3L,12
2015,7,APRIL,70442534,CD3L,12
2015,7,APRIL,70445124,CD3L,12
2015,7,APRIL,70449524,CD3L,12
2015,7,APRIL,70557734,CD3L,12
2015,7,APRIL,70666484,CD3L,12
2015,7,APRIL,70774924,CD3L,12
2015,7,APRIL,74773023,CD3L,12
2015,7,APRIL,74773284,CD3L,1
2015,7,APRIL,79CN0726,3L,0
2015,7,APRIL,81CN0276,CD3L,2
2015,7,APRIL,81CN2386,CD3L,14
2015,7,APRIL,83133124,CD3L,1
2015,7,APRIL,83134324,CD3L,2
2015,7,APRIL,4116015,3P,182
2015,7,APRIL,4120019,3P,120
2015,7,APRIL,4771003,CD3P,6
2015,7,APRIL,6110151,3D,24
2015,7,APRIL,6160344,3D,140
2015,7,APRIL,6167015,3D,200
2015,7,APRIL,6181539,3D,54
2015,7,APRIL,6771644,CD3D,9
2015,7,APRIL,6772192,CD3D,6
2015,7,APRIL,6778627,CD3D,1
2015,7,APRIL,6779049,CD3D,2
2015,7,APRIL,6779438,CD3D,22
2015,7,APRIL,9150808,3D,72
